S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
362,2021-03-11,India,11285561,189226.0,10938146.0,158189.0,0.014255968299443015
363,2021-03-13,India,11333728,202022.0,10973260.0,158446.0,0.01423375716175041
364,2021-03-14,India,11359048,210544.0,10989897.0,158607.0,0.01422675185836593
365,2021-03-15,India,11385339,219262.0,11007352.0,158725.0,0.014214929737633011
366,2021-03-16,India,11409831,223432.0,11027543.0,158856.0,0.014200816545163461
367,2021-03-17,India,11438734,234406.0,11045284.0,159044.0,0.014194871838810859
368,2021-03-18,India,11474605,252364.0,11063025.0,159216.0,0.014187540616887482
369,2021-03-19,India,11514331,271282.0,11083679.0,159370.0,0.014174980470155382
370,2021-03-20,India,11555284,288394.0,11107332.0,159558.0,0.014161671943189291
371,2021-03-21,India,11599130,309087.0,11130288.0,159755.0,0.014150078967812611
372,2021-03-22,India,11646081,334646.0,11151468.0,159967.0,0.014142060666926875
373,2021-03-23,India,11686796,345377.0,11181253.0,160166.0,0.014122218745291043
374,2021-03-24,India,11734058,368457.0,11205160.0,160441.0,0.014116367449464397
375,2021-03-25,India,11787534,395192.0,11231650.0,160692.0,0.0141052647471433
376,2021-03-27,India,11908910,452647.0,11295023.0,161240.0,0.014074397558785093
377,2021-03-28,India,11971624,486310.0,11323762.0,161552.0,0.014065962846118095
378,2021-03-29,India,12039644,521808.0,11355993.0,161843.0,0.014051511065099382
379,2021-03-30,India,12095855,540720.0,11393021.0,162114.0,0.014029606750591837
380,2021-03-31,India,12149335,552566.0,11434301.0,162468.0,0.014009764271410425
381,2021-04-01,India,12221665,584055.0,11474683.0,162927.0,0.014000039527016285
382,2021-04-02,India,12303131,614696.0,11525039.0,163396.0,0.013979288074066374
383,2021-04-03,India,12392260,658909.0,11569241.0,164110.0,0.013986626667863256
384,2021-04-04,India,12485509,691597.0,11629289.0,164623.0,0.01395830323305787
385,2021-04-05,India,12589067,741830.0,11682136.0,165101.0,0.013935823179700043
386,2021-04-06,India,12686049,788223.0,11732279.0,165547.0,0.013914054550806172
387,2021-04-07,India,12801785,843473.0,11792135.0,166177.0,0.01389635928549113
388,2021-04-08,India,12928574,910319.0,11851393.0,166862.0,0.013884045562354935
389,2021-04-09,India,13060542,979608.0,11913292.0,167642.0,0.013876576099165842
390,2021-04-10,India,13205926,1046631.0,11990859.0,168436.0,0.013852447859847138
391,2021-04-11,India,13358805,1108087.0,12081443.0,169275.0,0.013817557468876519
392,2021-04-12,India,13527717,1201009.0,12156529.0,170179.0,0.013805713577380108
393,2021-04-13,India,13689453,1264698.0,12253697.0,171058.0,0.013767514932890025
394,2021-04-14,India,13873825,1365704.0,12336036.0,172085.0,0.013757861792350745
395,2021-04-15,India,14074564,1471877.0,12429564.0,173123.0,0.013736991167042394
396,2021-04-16,India,14291917,1569743.0,12547866.0,174308.0,0.013701117434803203
397,2021-04-17,India,14526609,1679740.0,12671220.0,175649.0,0.013672514291225357
398,2021-04-18,India,14788109,1801316.0,12809643.0,177150.0,0.013640781061190396
399,2021-04-19,India,15061919,1929329.0,12953821.0,178769.0,0.013612623252534343
400,2021-04-20,India,15321089,2031977.0,13108582.0,180530.0,0.013584805365475135
401,2021-04-21,India,15616130,2157538.0,13276039.0,182553.0,0.013564048899023018
402,2021-04-22,India,15930965,2291428.0,13454880.0,184657.0,0.0135383627758039
403,2021-04-23,India,16263695,2428616.0,13648159.0,186920.0,0.013510584218564997
404,2021-04-24,India,16610481,2552940.0,13867997.0,189544.0,0.01348343924445961
405,2021-04-25,India,16960172,2682751.0,14085110.0,192311.0,0.013469589500792896
406,2021-04-26,India,17313163,2813658.0,14304382.0,195123.0,0.013457218022270415
407,2021-04-27,India,17636307,2882204.0,14556209.0,197894.0,0.013412811337971547
408,2021-04-28,India,17997267,2978709.0,14817371.0,201187.0,0.013395893267516095
409,2021-04-29,India,18376524,3084814.0,15086878.0,204832.0,0.013394970215888216
410,2021-04-30,India,18762976,3170228.0,15384418.0,208330.0,0.01336069819123608
411,2021-05-01,India,19164969,3268710.0,15684406.0,211853.0,0.013327223719744374
412,2021-05-02,India,19557457,3349644.0,15992271.0,215542.0,0.013298648003897873
413,2021-05-03,India,19925604,3413642.0,16293003.0,218959.0,0.013260628870148805
414,2021-05-04,India,20282833,3447133.0,16613292.0,222408.0,0.013210499117945794
415,2021-05-05,India,20665148,3487229.0,16951731.0,226188.0,0.013167369109145293
416,2021-05-06,India,21077410,3566398.0,17280844.0,230168.0,0.013144186069885624
417,2021-05-07,India,21491598,3645164.0,17612351.0,234083.0,0.013116513920932327
418,2021-05-08,India,21892676,3723446.0,17930960.0,238270.0,0.013113929429040196
419,2021-05-09,India,22296414,3736648.0,18317404.0,242362.0,0.01305846205173061
420,2021-05-10,India,22662575,3745237.0,18671222.0,246116.0,0.013010075730528259
421,2021-05-11,India,22992517,3715221.0,19027304.0,249992.0,0.012968208819328189
422,2021-05-12,India,23340938,3704099.0,19382642.0,254197.0,0.012944904218036315
423,2021-05-13,India,23703665,3710525.0,19734823.0,258317.0,0.012920281656608216
424,2021-05-14,India,23703665,3710525.0,19734823.0,258317.0,0.012920281656608216
425,2021-05-15,India,24046809,3704893.0,20079599.0,262317.0,0.012895392941353214
426,2021-05-16,India,24684077,3618458.0,20795335.0,270284.0,0.01283057478633787
427,2021-05-17,India,24965463,3516997.0,21174076.0,274390.0,0.012792989484655919
428,2021-05-18,India,25228996,3353765.0,21596512.0,278719.0,0.01274130545181443
429,2021-05-19,India,25496330,3226719.0,21986363.0,283248.0,0.012719036717794487
430,2021-05-20,India,25772440,3129878.0,22355440.0,287122.0,0.012680632165211692
431,2021-05-21,India,26031991,3027925.0,22712735.0,291331.0,0.012664326384735638
432,2021-05-22,India,26289290,2923400.0,23070365.0,295525.0,0.012647709973812253
433,2021-05-23,India,26530132,2805399.0,23425467.0,299266.0,0.012614093486320794
434,2021-05-24,India,26752447,2720716.0,23728011.0,303720.0,0.012638290600040422
435,2021-05-25,India,26948874,2586782.0,24054861.0,307231.0,0.012611027000472702
436,2021-05-26,India,27157795,2495591.0,24350816.0,311388.0,0.012626122142205943
437,2021-05-27,India,27369093,2419907.0,24633951.0,315235.0,0.012635081561378395
438,2021-05-28,India,27555457,2343152.0,24893410.0,318895.0,0.012648387364820471
439,2021-05-30,India,27894800,2114508.0,25454320.0,325972.0,0.012644232268587182
440,2021-05-31,India,28047534,2026092.0,25692342.0,329100.0,0.012647262207836138
441,2021-06-01,India,28175044,1895520.0,25947629.0,331895.0,0.012629414444492983
442,2021-06-02,India,28307832,1793645.0,26179085.0,335102.0,0.012638592312862544
443,2021-06-03,India,28441986,1713413.0,26390584.0,337989.0,0.012645231752551847
444,2021-06-04,India,28574350,1635993.0,26597655.0,340702.0,0.012647467698197036
445,2021-06-05,India,28694879,1555248.0,26795549.0,344082.0,0.012678212168765302
446,2021-06-06,India,28809339,1477799.0,26984781.0,346759.0,0.012687137278031169
447,2021-06-07,India,28909975,1401609.0,27159180.0,349186.0,0.012693811039158051
448,2021-06-08,India,28996473,1303702.0,27341462.0,351309.0,0.012685946090407492
449,2021-06-09,India,29089069,1231415.0,27504126.0,353528.0,0.01269051586325252
450,2021-06-10,India,29183121,1167952.0,27655493.0,359676.0,0.01283861610829476
451,2021-06-11,India,29274823,1121671.0,27790073.0,363079.0,0.012896566608243369
452,2021-06-12,India,29359155,1080690.0,27911384.0,367081.0,0.01298093796816765
453,2021-06-13,India,29439989,1026159.0,28043446.0,370384.0,0.013035342296339493
454,2021-06-14,India,29510410,973158.0,28162947.0,374305.0,0.013116364532926996
455,2021-06-15,India,29570881,913378.0,28280472.0,377031.0,0.013156449813509573
456,2021-06-16,India,29633105,865432.0,28388100.0,379573.0,0.013194428343230959
457,2021-06-17,India,29700313,826740.0,28491670.0,381903.0,0.01322673158600773
458,2021-06-18,India,29762793,798656.0,28580647.0,383490.0,0.01324016662398745
459,2021-06-19,India,29823546,760019.0,28678390.0,385137.0,0.013251557527756353
460,2021-06-20,India,29881965,729243.0,28766009.0,386713.0,0.013265073498111086
461,2021-06-21,India,29935221,702887.0,28844199.0,388135.0,0.013277591861122004
462,2021-06-22,India,29977861,662521.0,28926038.0,389302.0,0.01327980504404861
463,2021-06-23,India,30028709,643194.0,28994855.0,390660.0,0.013294305034300062
464,2021-06-25,India,30134445,612868.0,29128267.0,393310.0,0.013322797762463706
465,2021-06-26,India,30183143,595565.0,29193085.0,394493.0,0.013333061597674537
466,2021-06-27,India,30233183,586403.0,29251029.0,395751.0,0.013348869590559245
467,2021-06-28,India,30279331,572994.0,29309607.0,396730.0,0.013355062928155699
468,2021-06-29,India,30316897,552659.0,29366601.0,397637.0,0.013359555853571658
469,2021-06-30,India,30362848,537064.0,29427330.0,398454.0,0.013359380594991234
470,2021-07-01,India,30411634,523257.0,29488918.0,399459.0,0.013365028151244211
471,2021-07-02,India,30458251,509637.0,29548302.0,400312.0,0.013366628585883807
472,2021-07-03,India,30502362,495533.0,29605779.0,401050.0,0.01336529094760396
473,2021-07-04,India,30545433,485350.0,29658078.0,402005.0,0.01337338290117163
474,2021-07-05,India,30585229,482071.0,29700430.0,402728.0,0.013378264167500301
475,2021-07-06,India,30619932,464357.0,29752294.0,403281.0,0.013373348045925174
476,2021-07-07,India,30663665,459920.0,29799534.0,404211.0,0.013382810641528062
477,2021-07-08,India,30709557,460704.0,29843825.0,405028.0,0.013389863080097616
478,2021-07-09,India,30752950,458727.0,29888284.0,405939.0,0.01339988155497502
479,2021-07-10,India,30795716,455033.0,29933538.0,407145.0,0.013419111230950206
480,2021-07-11,India,30837222,454118.0,29975064.0,408040.0,0.01342983258063429
481,2021-07-12,India,30874376,450899.0,30014713.0,408764.0,0.013435808142507841
482,2021-07-13,India,30905819,431315.0,30063720.0,410784.0,0.013479595927139617
483,2021-07-14,India,30946074,429946.0,30104720.0,411408.0,0.013481657961324582
484,2021-07-15,India,30987880,432041.0,30143850.0,411989.0,0.013483151289022043
485,2021-07-16,India,31026829,430422.0,30183876.0,412531.0,0.013482988378341287
486,2021-07-17,India,31064908,424025.0,30227792.0,413091.0,0.013481693722729858
487,2021-07-18,India,31106065,422660.0,30269796.0,413609.0,0.013479892469561315
488,2021-07-19,India,31144229,421665.0,30308456.0,414108.0,0.013478953123834327
489,2021-07-21,India,31216337,407170.0,30390687.0,418480.0,0.013582970289329796
490,2021-07-22,India,31257720,409394.0,30429339.0,418987.0,0.013582163259037135
491,2021-07-26,India,31411262,411189.0,30579106.0,420967.0,0.013579548667514428
492,2021-07-27,India,31440951,398100.0,30621469.0,421382.0,0.013574204250762922
493,2021-07-28,India,31484605,399436.0,30663147.0,422022.0,0.013576313514653885
494,2021-07-29,India,31528114,403840.0,30701612.0,422662.0,0.013579818761395045
495,2021-07-30,India,31610408,417330.0,30769716.0,423362.0,0.013572306009685868
496,2021-07-31,India,31575929,396745.0,30755519.0,423665.0,0.013588072093227328
497,2021-08-01,India,31655824,410952.0,30820521.0,424351.0,0.013581460663369016
498,2021-08-02,India,31695958,413718.0,30857467.0,424773.0,0.013578727098826682
499,2021-08-03,India,31726507,404958.0,30896354.0,425195.0,0.013575158750928953
500,2021-08-04,India,31769132,410353.0,30933022.0,425757.0,0.013576963567363385
501,2021-08-05,India,31812114,411076.0,30974748.0,426290.0,0.013575665874484786
502,2021-08-06,India,31856757,414159.0,31015844.0,426754.0,0.013572478966273716
503,2021-08-07,India,31895385,412153.0,31055861.0,427371.0,0.01357455930826924
504,2021-08-08,India,31934455,406822.0,31099771.0,427862.0,0.013571015623025045
505,2021-08-09,India,31969954,402188.0,31139457.0,428309.0,0.013567922418076719
506,2021-08-10,India,31998158,388508.0,31180968.0,428682.0,0.01356174459381866
507,2021-08-11,India,32036511,386351.0,31220981.0,429179.0,0.01356008942766798
508,2021-08-12,India,32077706,387987.0,31260050.0,429669.0,0.013558624486383107
509,2021-08-13,India,32117826,385227.0,31302345.0,430254.0,0.013558738129202717
510,2021-08-14,India,32156493,387673.0,31338088.0,430732.0,0.013558325427258551
511,2021-08-15,India,32192576,385336.0,31376015.0,431225.0,0.013557447926949965
512,2021-08-16,India,32225513,381947.0,31411924.0,431642.0,0.013555077342782527
513,2021-08-17,India,32250679,369846.0,31448754.0,432079.0,0.013552939473068348
514,2021-08-18,India,32285857,367415.0,31485923.0,432519.0,0.013550755390880295
515,2021-08-19,India,32322258,364129.0,31525080.0,433049.0,0.013550511671068103
516,2021-08-20,India,32358829,363605.0,31561635.0,433589.0,0.01355167883806658
517,2021-08-21,India,32393286,361340.0,31597982.0,433964.0,0.01354785001198491
518,2021-08-22,India,32424234,353398.0,31636469.0,434367.0,0.013543987440801356
519,2021-08-23,India,32449306,333924.0,31680626.0,434756.0,0.013537313677290216
520,2021-08-24,India,32474773,319551.0,31720112.0,435110.0,0.013531550178692594
521,2021-08-25,India,32512366,322327.0,31754281.0,435758.0,0.013537044798237119
522,2021-08-26,India,32558530,333725.0,31788440.0,436365.0,0.013541276665599683
523,2021-08-27,India,32603188,344899.0,31821428.0,436861.0,0.013542596757069168
524,2021-08-28,India,32649947,359775.0,31852802.0,437370.0,0.013544988239765339
525,2021-08-29,India,32695030,368558.0,31888642.0,437830.0,0.013544008142923855
526,2021-08-30,India,32737939,376324.0,31923405.0,438210.0,0.013541042373812309
527,2021-08-31,India,32768880,370640.0,31959680.0,438560.0,0.013536537787237825
528,2021-09-01,India,32810845,378181.0,31993644.0,439020.0,0.013536353350437078
529,2021-09-02,India,32857937,389583.0,32028825.0,439529.0,0.013537150666769249
530,2021-09-03,India,32903289,399778.0,32063616.0,439895.0,0.013533768705786892
531,2021-09-04,India,32945907,405681.0,32100001.0,440225.0,0.013528639905574104
532,2021-09-05,India,32988673,410048.0,32138092.0,440533.0,0.013522148341128578
533,2021-09-06,India,33027621,404874.0,32181995.0,440752.0,0.013510572852739839
534,2021-09-07,India,33139981,393614.0,32304618.0,441749.0,0.013490015548900433
535,2021-09-08,India,33096718,391256.0,32264051.0,441411.0,0.013496552961092555
536,2021-09-09,India,33139981,393614.0,32304618.0,441749.0,0.013490015548900433
537,2021-09-10,India,33206145,389903.0,32374027.0,442215.0,0.01347549180067602
538,2021-09-11,India,33234146,409416.0,32382355.0,442375.0,0.013476881607251606
539,2021-09-12,India,33236921,384921.0,32409345.0,442655.0,0.01347421770364057
540,2021-09-13,India,33264175,374269.0,32447032.0,442874.0,0.013465347088556592
541,2021-09-14,India,33289579,362207.0,32484159.0,443213.0,0.013460321096988852
542,2021-09-15,India,33316755,351087.0,32522171.0,443497.0,0.013453299353739775
543,2021-09-16,India,33172237,342223.0,32389375.0,440639.0,0.013421834057091781
544,2021-09-18,India,33417390,340639.0,32632222.0,444529.0,0.013439318752921047
545,2021-09-19,India,33448163,332158.0,32671167.0,444838.0,0.013432719315026072
546,2021-09-20,India,33478419,318181.0,32715105.0,445133.0,0.01342369738118285
547,2021-09-21,India,33504534,309575.0,32749574.0,445385.0,0.01341724808275859
548,2021-09-22,India,33531498,301989.0,32783741.0,445768.0,0.013414823553366376
549,2021-09-23,India,33563421,301640.0,32815731.0,446050.0,0.01341028611787204
550,2021-09-24,India,33594803,300162.0,32848273.0,446368.0,0.01340660198138193
551,2021-09-25,India,33624419,301442.0,32876319.0,446658.0,0.013403904459076391
552,2021-09-26,India,33652745,303476.0,32902351.0,446918.0,0.013401133320193616
553,2021-09-27,India,33678786,299620.0,32931972.0,447194.0,0.013397398844536739
554,2021-09-28,India,33697581,292206.0,32958002.0,447373.0,0.01339224600831453
555,2021-09-29,India,33716451,282520.0,32986180.0,447751.0,0.013392113538787886
556,2021-09-30,India,33739980,277020.0,33014898.0,448062.0,0.013389789785482217
557,2021-10-01,India,33766707,275224.0,33043144.0,448339.0,0.013386657139070253
558,2021-10-02,India,33791061,273889.0,33068599.0,448573.0,0.01338337852608806
559,2021-10-03,India,33813903,270557.0,33094529.0,448817.0,0.013380209595071404
560,2021-10-04,India,33834702,264458.0,33121247.0,448997.0,0.013374850656432524
561,2021-10-05,India,33853048,252902.0,33150886.0,449260.0,0.013370775234131422
562,2021-10-06,India,33871881,246687.0,33175656.0,449538.0,0.013369082718154726
563,2021-10-07,India,33894312,244198.0,33200258.0,449856.0,0.0133686322726871
564,2021-10-08,India,33915569,240221.0,33225221.0,450127.0,0.013366662164857213
565,2021-10-09,India,33935309,236643.0,33248291.0,450375.0,0.013364772362205674
566,2021-10-10,India,33953475,230971.0,33271915.0,450589.0,0.013361670888970759
567,2021-10-11,India,33971607,227347.0,33293478.0,450782.0,0.013358775685109112
568,2021-10-12,India,33985920,214900.0,33320057.0,450963.0,0.013353549877972297
569,2021-10-13,India,34001743,207653.0,33342901.0,451189.0,0.013351121453484913
570,2021-10-14,India,34020730,206586.0,33362709.0,451435.0,0.01335047842701563
571,2021-10-15,India,34037592,203678.0,33382100.0,451814.0,0.013353879187610395
572,2021-10-16,India,34053573,201632.0,33399961.0,451980.0,0.013351671622020138
573,2021-10-17,India,34067719,195846.0,33419749.0,452124.0,0.013348066107829348
574,2021-10-18,India,34081315,189694.0,33439331.0,452290.0,0.01334518641052902
575,2021-10-19,India,34094373,183118.0,33458801.0,452454.0,0.013342295942748212
576,2021-10-20,India,34108996,178098.0,33478247.0,452651.0,0.013340377846763738
577,2021-10-21,India,34127450,178831.0,33495808.0,452811.0,0.013338127244586885
578,2021-10-22,India,34143236,175745.0,33514449.0,453042.0,0.013337517333853124
579,2021-10-23,India,34159562,173728.0,33532126.0,453708.0,0.013349915144056786
580,2021-10-24,India,34175468,172594.0,33548605.0,454269.0,0.013359723651594862
581,2021-10-25,India,34188774,166695.0,33567367.0,454712.0,0.013365203225822854
582,2021-10-26,India,34202202,163816.0,33583318.0,455068.0,0.013369259047711603
583,2021-10-27,India,34215653,162661.0,33597339.0,455653.0,0.013380703815981868
584,2021-10-28,India,34231809,160989.0,33614434.0,456386.0,0.013395216199668807
585,2021-10-29,India,34246157,161334.0,33627632.0,457191.0,0.013413330619319925
586,2021-10-30,India,34260470,161555.0,33641175.0,457740.0,0.013423887534251456
587,2021-10-31,India,34273300,159272.0,33655842.0,458186.0,0.013431014361599282
588,2021-11-01,India,34285814,158817.0,33668560.0,458437.0,0.013433265165405559
589,2021-11-02,India,34296237,153776.0,33683581.0,458880.0,0.013440155939549876
590,2021-11-04,India,34321025,148579.0,33712794.0,459652.0,0.013450954023016087
