S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
5322,2021-05-11,Chhattisgarh,863343,125104.0,727497.0,10742.0,0.014550843290587466
5323,2021-05-12,Chhattisgarh,873060,121836.0,740283.0,10941.0,0.014564231174722853
5324,2021-05-13,Chhattisgarh,883210,122798.0,749318.0,11094.0,0.01458945939832617
5325,2021-05-14,Chhattisgarh,883210,122798.0,749318.0,11094.0,0.01458945939832617
5326,2021-05-15,Chhattisgarh,892331,119450.0,761592.0,11289.0,0.014606388305573563
5327,2021-05-16,Chhattisgarh,907589,110401.0,785598.0,11590.0,0.0145386031902136
5328,2021-05-17,Chhattisgarh,912477,103593.0,797150.0,11734.0,0.014506406357401061
5329,2021-05-18,Chhattisgarh,919054,96156.0,811015.0,11883.0,0.014440428825929824
5330,2021-05-19,Chhattisgarh,925531,90382.0,823113.0,12036.0,0.0144117995710945
5331,2021-05-20,Chhattisgarh,931211,85868.0,833161.0,12182.0,0.014410718489417905
5332,2021-05-21,Chhattisgarh,936423,81466.0,842662.0,12295.0,0.014380840205998665
5333,2021-05-22,Chhattisgarh,941366,76446.0,852529.0,12391.0,0.014326180455995931
5334,2021-05-23,Chhattisgarh,945694,70540.0,862660.0,12494.0,0.014276344506224047
5335,2021-05-24,Chhattisgarh,949000,65774.0,870640.0,12586.0,0.014250033400284865
5336,2021-05-25,Chhattisgarh,953209,60938.0,879625.0,12646.0,0.014172824175614808
5337,2021-05-26,Chhattisgarh,956715,56474.0,887518.0,12723.0,0.014132882194878927
5338,2021-05-27,Chhattisgarh,959544,53480.0,893285.0,12779.0,0.01410386021296509
5339,2021-05-28,Chhattisgarh,962368,49420.0,900100.0,12848.0,0.014073090690817002
5340,2021-05-30,Chhattisgarh,967645,42914.0,911752.0,12979.0,0.0140354330070042
5341,2021-05-31,Chhattisgarh,969300,39261.0,917023.0,13016.0,0.013995112032936253
5342,2021-06-01,Chhattisgarh,971463,35741.0,922674.0,13048.0,0.01394431252017159
5343,2021-06-02,Chhattisgarh,973349,33127.0,927145.0,13077.0,0.013908417373769173
5344,2021-06-03,Chhattisgarh,975141,31635.0,930389.0,13117.0,0.013902402316466457
5345,2021-06-04,Chhattisgarh,976760,29378.0,934243.0,13139.0,0.013868745659089998
5346,2021-06-05,Chhattisgarh,978220,26977.0,938081.0,13162.0,0.013836632700582292
5347,2021-06-06,Chhattisgarh,979576,24895.0,941489.0,13192.0,0.013818228287773612
5348,2021-06-07,Chhattisgarh,980575,23280.0,944078.0,13217.0,0.013806611337153125
5349,2021-06-08,Chhattisgarh,981860,21090.0,947527.0,13243.0,0.013783735961780655
5350,2021-06-09,Chhattisgarh,982962,19471.0,950234.0,13257.0,0.013759339734361815
5351,2021-06-10,Chhattisgarh,983916,18113.0,952532.0,13271.0,0.013740897470809265
5352,2021-06-11,Chhattisgarh,984950,17275.0,954390.0,13285.0,0.013728782907484435
5353,2021-06-12,Chhattisgarh,985691,15932.0,956459.0,13300.0,0.013714747684734041
5354,2021-06-13,Chhattisgarh,986504,15082.0,958111.0,13311.0,0.0137025926940094
5355,2021-06-14,Chhattisgarh,986963,13677.0,959969.0,13317.0,0.013682514697632556
5356,2021-06-15,Chhattisgarh,987563,12660.0,961569.0,13334.0,0.013677258147733672
5357,2021-06-16,Chhattisgarh,988172,11717.0,963113.0,13342.0,0.013663712101428126
5358,2021-06-17,Chhattisgarh,988745,11126.0,964265.0,13354.0,0.013659718151958994
5359,2021-06-18,Chhattisgarh,989335,10682.0,965292.0,13361.0,0.0136524386069424
5360,2021-06-19,Chhattisgarh,989844,10062.0,966414.0,13368.0,0.01364385138734943
5361,2021-06-20,Chhattisgarh,990323,9531.0,967415.0,13377.0,0.013638977479424792
5362,2021-06-21,Chhattisgarh,990675,9192.0,968096.0,13387.0,0.013639563802939021
5363,2021-06-22,Chhattisgarh,991171,8564.0,969212.0,13395.0,0.013632103170443523
5364,2021-06-23,Chhattisgarh,991653,8007.0,970244.0,13402.0,0.01362482031137218
5365,2021-06-25,Chhattisgarh,992391,7314.0,971662.0,13415.0,0.013618224768216088
5366,2021-06-26,Chhattisgarh,992684,6889.0,972372.0,13423.0,0.013616421264055914
5367,2021-06-27,Chhattisgarh,993045,6720.0,972898.0,13427.0,0.01361315996248701
5368,2021-06-28,Chhattisgarh,993289,6596.0,973262.0,13431.0,0.013612136703108261
5369,2021-06-29,Chhattisgarh,993694,6208.0,974049.0,13437.0,0.013607281520953208
5370,2021-06-30,Chhattisgarh,994077,5914.0,974725.0,13438.0,0.013598971019963305
5371,2021-07-01,Chhattisgarh,994480,5964.0,975077.0,13439.0,0.01359512643194445
5372,2021-07-02,Chhattisgarh,994890,5787.0,975658.0,13445.0,0.01359312427522715
5373,2021-07-03,Chhattisgarh,995195,5620.0,976125.0,13450.0,0.013591693403733927
5374,2021-07-04,Chhattisgarh,995489,5330.0,976706.0,13453.0,0.013586706781436112
5375,2021-07-05,Chhattisgarh,995718,5345.0,976917.0,13456.0,0.013586800124801464
5376,2021-07-06,Chhattisgarh,996037,5220.0,977360.0,13457.0,0.013581720943423458
5377,2021-07-07,Chhattisgarh,996359,5004.0,977893.0,13462.0,0.013579393859919
5378,2021-07-08,Chhattisgarh,996689,5017.0,978208.0,13464.0,0.013577069837607597
5379,2021-07-09,Chhattisgarh,997035,4914.0,978654.0,13467.0,0.013573949145315945
5380,2021-07-10,Chhattisgarh,997426,4993.0,978961.0,13472.0,0.013574719905525109
5381,2021-07-11,Chhattisgarh,997785,4862.0,979448.0,13475.0,0.013571042266117312
5382,2021-07-12,Chhattisgarh,997973,4784.0,979711.0,13478.0,0.013570428186377416
5383,2021-07-13,Chhattisgarh,998270,4517.0,980275.0,13478.0,0.013562726351517932
5384,2021-07-14,Chhattisgarh,998565,4150.0,980933.0,13482.0,0.01355771986544853
5385,2021-07-15,Chhattisgarh,998817,4028.0,981303.0,13486.0,0.01355664367016523
5386,2021-07-16,Chhattisgarh,999150,4016.0,981645.0,13489.0,0.013554958427709233
5387,2021-07-17,Chhattisgarh,999462,3967.0,982003.0,13492.0,0.013553056519620892
5388,2021-07-18,Chhattisgarh,999688,3837.0,982357.0,13494.0,0.013550219862208302
5389,2021-07-19,Chhattisgarh,999853,3719.0,982638.0,13496.0,0.0135483780294619
5390,2021-07-21,Chhattisgarh,1000358,3334.0,983520.0,13504.0,0.013544307860191932
5391,2021-07-22,Chhattisgarh,1000546,3384.0,983656.0,13506.0,0.013544439118217502
5392,2021-07-26,Chhattisgarh,1001167,2738.0,984913.0,13516.0,0.0135372670465301
5393,2021-07-27,Chhattisgarh,1001359,2518.0,985324.0,13517.0,0.013532684381197809
5394,2021-07-28,Chhattisgarh,1001487,2390.0,985578.0,13519.0,0.013531218690477501
5395,2021-07-29,Chhattisgarh,1001651,2226.0,985905.0,13520.0,0.013527778472621757
5396,2021-07-30,Chhattisgarh,1001781,2086.0,986175.0,13520.0,0.013524124858081715
5397,2021-07-31,Chhattisgarh,1001906,1965.0,986418.0,13523.0,0.01352379790407634
5398,2021-08-01,Chhattisgarh,1002008,1863.0,986621.0,13524.0,0.013522039304300876
5399,2021-08-02,Chhattisgarh,1002222,1919.0,986778.0,13525.0,0.013520903166340598
5400,2021-08-03,Chhattisgarh,1002458,1918.0,987012.0,13528.0,0.013520698822635777
5401,2021-08-04,Chhattisgarh,1002600,1881.0,987189.0,13530.0,0.01352027891945691
5402,2021-08-05,Chhattisgarh,1002735,1906.0,987298.0,13531.0,0.013519792092355437
5403,2021-08-06,Chhattisgarh,1002849,1830.0,987486.0,13533.0,0.01351922391083486
5404,2021-08-07,Chhattisgarh,1002958,1780.0,987642.0,13536.0,0.013520073353589472
5405,2021-08-08,Chhattisgarh,1003078,1735.0,987804.0,13539.0,0.013520841509852268
5406,2021-08-09,Chhattisgarh,1003154,1721.0,987893.0,13540.0,0.013520624944454596
5407,2021-08-10,Chhattisgarh,1003244,1700.0,988004.0,13540.0,0.013519126468732278
5408,2021-08-11,Chhattisgarh,1003356,1623.0,988189.0,13544.0,0.013520568854175713
5409,2021-08-12,Chhattisgarh,1003439,1557.0,988337.0,13545.0,0.013519556195240557
5410,2021-08-13,Chhattisgarh,1003537,1509.0,988483.0,13545.0,0.013517586334912797
5411,2021-08-14,Chhattisgarh,1003614,1423.0,988646.0,13545.0,0.013515387785362272
5412,2021-08-15,Chhattisgarh,1003697,1361.0,988790.0,13546.0,0.013514430290840596
5413,2021-08-16,Chhattisgarh,1003746,1295.0,988904.0,13547.0,0.013513877486281125
5414,2021-08-17,Chhattisgarh,1003814,1138.0,989128.0,13548.0,0.013511842309978497
5415,2021-08-18,Chhattisgarh,1003870,1037.0,989284.0,13549.0,0.013510724118572084
5416,2021-08-19,Chhattisgarh,1003934,974.0,989411.0,13549.0,0.01350901332057111
5417,2021-08-20,Chhattisgarh,1003995,959.0,989485.0,13551.0,0.01350998368951862
5418,2021-08-21,Chhattisgarh,1004043,931.0,989560.0,13552.0,0.013509957013773138
5419,2021-08-22,Chhattisgarh,1004117,897.0,989668.0,13552.0,0.013508502621558581
5420,2021-08-23,Chhattisgarh,1004144,863.0,989728.0,13553.0,0.013508678027392126
5421,2021-08-24,Chhattisgarh,1004183,709.0,989920.0,13554.0,0.013507076416528978
5422,2021-08-25,Chhattisgarh,1004230,653.0,990022.0,13555.0,0.013506686582095842
5423,2021-08-26,Chhattisgarh,1004282,627.0,990100.0,13555.0,0.01350563689714095
5424,2021-08-27,Chhattisgarh,1004329,595.0,990179.0,13555.0,0.013504573920979064
5425,2021-08-28,Chhattisgarh,1004360,545.0,990260.0,13555.0,0.013503484207747444
5426,2021-08-29,Chhattisgarh,1004379,510.0,990314.0,13555.0,0.0135027578299559
5427,2021-08-30,Chhattisgarh,1004398,480.0,990363.0,13555.0,0.013502098776991746
5428,2021-08-31,Chhattisgarh,1004420,439.0,990426.0,13555.0,0.013501251517708004
5429,2021-09-01,Chhattisgarh,1004451,412.0,990484.0,13555.0,0.013500471595226878
5430,2021-09-02,Chhattisgarh,1004482,391.0,990536.0,13555.0,0.013499772430984842
5431,2021-09-03,Chhattisgarh,1004528,385.0,990588.0,13555.0,0.013499073339155877
5432,2021-09-04,Chhattisgarh,1004565,381.0,990628.0,13556.0,0.013499518016618469
5433,2021-09-05,Chhattisgarh,1004611,381.0,990674.0,13556.0,0.013498899654461627
5434,2021-09-06,Chhattisgarh,1004635,368.0,990711.0,13556.0,0.013498402317312029
5435,2021-09-07,Chhattisgarh,1004772,390.0,990825.0,13557.0,0.013497852410736155
5436,2021-09-08,Chhattisgarh,1004724,364.0,990803.0,13557.0,0.013498148074395635
5437,2021-09-09,Chhattisgarh,1004772,390.0,990825.0,13557.0,0.013497852410736155
5438,2021-09-10,Chhattisgarh,1004820,391.0,990871.0,13558.0,0.013498216399566321
5439,2021-09-11,Chhattisgarh,1004844,379.0,990907.0,13558.0,0.013497732623834578
5440,2021-09-12,Chhattisgarh,1004844,379.0,990907.0,13558.0,0.013497732623834578
5441,2021-09-13,Chhattisgarh,1004864,376.0,990930.0,13558.0,0.013497423563049036
5442,2021-09-14,Chhattisgarh,1004902,376.0,990968.0,13558.0,0.013496912971889229
5443,2021-09-15,Chhattisgarh,1004937,371.0,991007.0,13559.0,0.013497371003995756
5444,2021-09-16,Chhattisgarh,1004957,350.0,991048.0,13559.0,0.013496820149570926
5445,2021-09-18,Chhattisgarh,1005014,346.0,991108.0,13560.0,0.01349699602256666
5446,2021-09-19,Chhattisgarh,1005042,332.0,991150.0,13560.0,0.013496431806192831
5447,2021-09-20,Chhattisgarh,1005056,304.0,991191.0,13561.0,0.013496862907463733
5448,2021-09-21,Chhattisgarh,1005094,297.0,991234.0,13563.0,0.013498248900026573
5449,2021-09-22,Chhattisgarh,1005120,297.0,991260.0,13563.0,0.013497899630084104
5450,2021-09-23,Chhattisgarh,1005146,300.0,991283.0,13563.0,0.01349759067558611
5451,2021-09-24,Chhattisgarh,1005176,307.0,991306.0,13563.0,0.013497281735231159
5452,2021-09-25,Chhattisgarh,1005202,300.0,991339.0,13563.0,0.013496838497684351
5453,2021-09-26,Chhattisgarh,1005229,294.0,991371.0,13564.0,0.01349739037848219
5454,2021-09-27,Chhattisgarh,1005242,285.0,991393.0,13564.0,0.013497094900577836
5455,2021-09-28,Chhattisgarh,1005269,282.0,991423.0,13564.0,0.013496691997010906
5456,2021-09-29,Chhattisgarh,1005295,283.0,991448.0,13564.0,0.013496356262412787
5457,2021-09-30,Chhattisgarh,1005325,285.0,991475.0,13565.0,0.013496975244766377
5458,2021-10-01,Chhattisgarh,1005357,300.0,991491.0,13566.0,0.013497741919115035
5459,2021-10-02,Chhattisgarh,1005379,277.0,991536.0,13566.0,0.013497137603944675
5460,2021-10-03,Chhattisgarh,1005387,265.0,991556.0,13566.0,0.013496869036793544
5461,2021-10-04,Chhattisgarh,1005402,254.0,991582.0,13566.0,0.013496519915475133
5462,2021-10-05,Chhattisgarh,1005412,232.0,991612.0,13568.0,0.01349807994588034
5463,2021-10-06,Chhattisgarh,1005425,220.0,991637.0,13568.0,0.013497744241224427
5464,2021-10-07,Chhattisgarh,1005440,210.0,991662.0,13568.0,0.013497408553266416
5465,2021-10-08,Chhattisgarh,1005464,215.0,991681.0,13568.0,0.01349715344158512
5466,2021-10-09,Chhattisgarh,1005485,211.0,991705.0,13569.0,0.013497812536681541
5467,2021-10-10,Chhattisgarh,1005511,215.0,991726.0,13570.0,0.013498511881077813
5468,2021-10-11,Chhattisgarh,1005530,205.0,991755.0,13570.0,0.013498122497699749
5469,2021-10-12,Chhattisgarh,1005554,196.0,991788.0,13570.0,0.0134976794335948
5470,2021-10-13,Chhattisgarh,1005570,190.0,991810.0,13570.0,0.013497384073683583
5471,2021-10-14,Chhattisgarh,1005598,207.0,991821.0,13570.0,0.013497236398575281
5472,2021-10-15,Chhattisgarh,1005614,203.0,991841.0,13570.0,0.013496967906657078
5473,2021-10-16,Chhattisgarh,1005624,197.0,991857.0,13570.0,0.013496753120813346
5474,2021-10-17,Chhattisgarh,1005638,181.0,991887.0,13570.0,0.013496350415781082
5475,2021-10-18,Chhattisgarh,1005654,183.0,991901.0,13570.0,0.013496162494989911
5476,2021-10-19,Chhattisgarh,1005681,189.0,991922.0,13570.0,0.013495880623615106
5477,2021-10-20,Chhattisgarh,1005701,188.0,991943.0,13570.0,0.01349559876401399
5478,2021-10-21,Chhattisgarh,1005735,185.0,991979.0,13571.0,0.013496096663517478
5479,2021-10-22,Chhattisgarh,1005773,206.0,991995.0,13572.0,0.01349686296388008
5480,2021-10-23,Chhattisgarh,1005799,214.0,992013.0,13572.0,0.013496621369650501
5481,2021-10-24,Chhattisgarh,1005827,230.0,992025.0,13572.0,0.013496460311635775
5482,2021-10-25,Chhattisgarh,1005847,219.0,992056.0,13572.0,0.013496044262888463
5483,2021-10-26,Chhattisgarh,1005872,234.0,992066.0,13572.0,0.013495910059086869
5484,2021-10-27,Chhattisgarh,1005898,249.0,992076.0,13573.0,0.013496756820719755
5485,2021-10-28,Chhattisgarh,1005926,263.0,992088.0,13575.0,0.013498557667926531
5486,2021-10-29,Chhattisgarh,1005957,285.0,992097.0,13575.0,0.013498436866095507
5487,2021-10-30,Chhattisgarh,1005985,300.0,992110.0,13575.0,0.013498262378378915
5488,2021-10-31,Chhattisgarh,1006020,317.0,992127.0,13576.0,0.013499015116788953
5489,2021-11-01,Chhattisgarh,1006052,316.0,992159.0,13577.0,0.013499566486632674
5490,2021-11-02,Chhattisgarh,1006074,300.0,992196.0,13578.0,0.013500050707216531
5491,2021-11-04,Chhattisgarh,1006121,290.0,992248.0,13583.0,0.013504256679302985
5492,2021-11-05,Chhattisgarh,1006129,279.0,992267.0,13583.0,0.013504001590694438
5493,2021-11-06,Chhattisgarh,1006132,258.0,992290.0,13584.0,0.013504673547581506
5494,2021-11-07,Chhattisgarh,1006159,259.0,992316.0,13584.0,0.013504324485535341
5495,2021-11-08,Chhattisgarh,1006172,244.0,992344.0,13584.0,0.013503948592742223
5496,2021-11-09,Chhattisgarh,1006198,238.0,992376.0,13584.0,0.013503519026601456
5497,2021-11-10,Chhattisgarh,1006220,233.0,992401.0,13586.0,0.013505144698688949
5498,2021-11-11,Chhattisgarh,1006245,223.0,992435.0,13587.0,0.013505668862112359
5499,2021-11-12,Chhattisgarh,1006271,216.0,992468.0,13587.0,0.013505225857433242
5500,2021-11-14,Chhattisgarh,1006326,230.0,992508.0,13588.0,0.013505669439099251
5501,2021-11-15,Chhattisgarh,1006358,237.0,992533.0,13588.0,0.013505333851494999
5502,2021-11-16,Chhattisgarh,1006386,255.0,992543.0,13588.0,0.013505199621122895
5503,2021-11-17,Chhattisgarh,1006406,266.0,992552.0,13588.0,0.013505078816069334
5504,2021-11-18,Chhattisgarh,1006433,258.0,992585.0,13590.0,0.01350659676497627
5505,2021-11-19,Chhattisgarh,992596,-13591.0,992596.0,13591.0,0.013507429533476382
5506,2021-11-20,Chhattisgarh,1006494,290.0,992613.0,13591.0,0.013507201322992157
5507,2021-11-22,Chhattisgarh,1006542,295.0,992655.0,13592.0,0.013507617910910541
5508,2021-11-23,Chhattisgarh,1006577,304.0,992681.0,13592.0,0.013507268902176645
5509,2021-11-24,Chhattisgarh,1006616,325.0,992698.0,13593.0,0.013508021039639627
5510,2021-11-25,Chhattisgarh,1006635,310.0,992732.0,13593.0,0.013507564653566194
5511,2021-11-26,Chhattisgarh,1006673,312.0,992768.0,13593.0,0.0135070814548656
5512,2021-11-27,Chhattisgarh,1006706,319.0,992794.0,13593.0,0.01350673249952553
5513,2021-11-28,Chhattisgarh,1006733,326.0,992814.0,13593.0,0.013506464084609905
5514,2021-11-29,Chhattisgarh,1006763,330.0,992840.0,13593.0,0.013506115161168205
5515,2021-11-30,Chhattisgarh,1006779,318.0,992868.0,13593.0,0.01350573941762274
5516,2021-12-02,Chhattisgarh,1006833,316.0,992924.0,13593.0,0.013504987993248002
5517,2021-12-05,Chhattisgarh,1006942,326.0,993023.0,13593.0,0.013503659786850199
5518,2021-12-06,Chhattisgarh,1006967,330.0,993044.0,13593.0,0.01350337807968513
5519,2021-12-07,Chhattisgarh,1007011,337.0,993081.0,13593.0,0.013502881767086465
5520,2021-12-08,Chhattisgarh,1007038,332.0,993113.0,13593.0,0.013502452553178385
5521,2021-12-09,Chhattisgarh,1007075,341.0,993140.0,13594.0,0.013503070324435254
5522,2021-12-12,Chhattisgarh,1007187,374.0,993219.0,13594.0,0.01350201080041676
5523,2021-12-13,Chhattisgarh,1007212,379.0,993239.0,13594.0,0.013501742592862968
5524,2021-12-14,Chhattisgarh,1007244,377.0,993273.0,13594.0,0.013501286664475049
5525,2021-12-15,Chhattisgarh,1007264,363.0,993307.0,13594.0,0.013500830766877777
5526,2021-12-16,Chhattisgarh,1007295,353.0,993347.0,13595.0,0.013501274154817259
5527,2021-12-17,Chhattisgarh,1007327,359.0,993373.0,13595.0,0.013500925550762289
5528,2021-12-18,Chhattisgarh,1007347,339.0,993413.0,13595.0,0.01350038927198195
5529,2021-12-19,Chhattisgarh,1007378,342.0,993441.0,13595.0,0.013500013902184232
5530,2021-12-20,Chhattisgarh,1007399,332.0,993472.0,13595.0,0.013499598338541526
5531,2021-12-21,Chhattisgarh,1007412,304.0,993513.0,13595.0,0.013499048761403941
5532,2021-12-22,Chhattisgarh,1007446,304.0,993547.0,13595.0,0.013498593048447985
5533,2021-12-23,Chhattisgarh,1007479,293.0,993591.0,13595.0,0.01349800334794169
5534,2021-12-24,Chhattisgarh,1007517,302.0,993619.0,13596.0,0.01349860754655163
5535,2021-12-25,Chhattisgarh,1007540,296.0,993647.0,13597.0,0.01349921171037008
5536,2021-12-26,Chhattisgarh,1007577,313.0,993667.0,13597.0,0.01349894367315818
5537,2021-12-27,Chhattisgarh,1007623,330.0,993696.0,13597.0,0.013498555038107086
5538,2021-12-28,Chhattisgarh,1007672,345.0,993729.0,13598.0,0.013499092151803734
5539,2021-12-29,Chhattisgarh,1007741,393.0,993748.0,13600.0,0.013500796149890604
5540,2021-12-30,Chhattisgarh,1007847,463.0,993784.0,13600.0,0.013500313683759122
5541,2021-12-31,Chhattisgarh,1007997,597.0,993800.0,13600.0,0.013500099265435776
5542,2022-01-01,Chhattisgarh,1008187,769.0,993818.0,13600.0,0.01349985805296312
5543,2022-01-02,Chhattisgarh,1008466,1017.0,993848.0,13601.0,0.01350043525776491
5544,2022-01-03,Chhattisgarh,1008756,1273.0,993882.0,13601.0,0.013499979652262123
5545,2022-01-04,Chhattisgarh,1009454,1942.0,993911.0,13601.0,0.013499591071868126
5546,2022-01-05,Chhattisgarh,1010513,2977.0,993932.0,13604.0,0.013502247066109797
5547,2022-01-06,Chhattisgarh,1012128,4562.0,993961.0,13605.0,0.013502837531238649
5548,2022-01-07,Chhattisgarh,1014528,6905.0,994017.0,13606.0,0.01350306612691453
5549,2022-01-08,Chhattisgarh,1017356,9684.0,994063.0,13609.0,0.013505386673441358
5550,2022-01-09,Chhattisgarh,1020811,13066.0,994132.0,13613.0,0.013508377615368968
5551,2022-01-10,Chhattisgarh,1023313,15464.0,994234.0,13615.0,0.013508968109310026
5552,2022-01-11,Chhattisgarh,1027433,19222.0,994592.0,13619.0,0.01350808511313604
5553,2022-01-12,Chhattisgarh,1032584,23886.0,995075.0,13623.0,0.013505528909544779
5554,2022-01-13,Chhattisgarh,1038060,27425.0,997008.0,13627.0,0.013483601893858811
5555,2022-01-14,Chhattisgarh,1044075,28797.0,1001644.0,13634.0,0.013428834270022595
5556,2022-01-15,Chhattisgarh,1050228,30862.0,1005727.0,13639.0,0.013379885144295571
5557,2022-01-16,Chhattisgarh,1055753,32139.0,1009967.0,13647.0,0.01333217404216824
5558,2022-01-17,Chhattisgarh,1059716,32792.0,1013270.0,13654.0,0.013296018011069952
5559,2022-01-18,Chhattisgarh,1064290,31960.0,1018666.0,13664.0,0.013236077610841494
5560,2022-01-19,Chhattisgarh,1069904,31769.0,1024462.0,13673.0,0.013170734056745991
5561,2022-01-20,Chhattisgarh,1075529,32021.0,1029826.0,13682.0,0.013111542987691517
5562,2022-01-21,Chhattisgarh,1081178,31736.0,1035745.0,13697.0,0.013051697949958169
5563,2022-01-22,Chhattisgarh,1086207,30756.0,1041746.0,13705.0,0.012984970406016006
5564,2022-01-23,Chhattisgarh,1091868,31181.0,1046971.0,13716.0,0.012931241732952322
5565,2022-01-24,Chhattisgarh,1095709,31990.0,1049992.0,13727.0,0.012904723897946732
5566,2022-01-25,Chhattisgarh,1100218,31074.0,1055398.0,13746.0,0.01285701458362952
5567,2022-01-26,Chhattisgarh,1105132,30254.0,1061109.0,13769.0,0.012809825859306824
5568,2022-01-27,Chhattisgarh,1108450,29180.0,1065491.0,13779.0,0.012766962854522038
5569,2022-01-28,Chhattisgarh,1113095,27290.0,1072007.0,13798.0,0.01270762245522907
5570,2022-01-29,Chhattisgarh,1117014,26123.0,1077082.0,13809.0,0.012658459919460331
5571,2022-01-30,Chhattisgarh,1120797,25115.0,1081858.0,13824.0,0.012616799399825861
5572,2022-01-31,Chhattisgarh,1123170,25734.0,1083602.0,13834.0,0.012605746485444254
5573,2022-02-01,Chhattisgarh,1125863,23537.0,1088473.0,13853.0,0.012567062738246218
5574,2022-02-03,Chhattisgarh,1131868,21475.0,1096510.0,13883.0,0.01250278054706757
5575,2022-02-04,Chhattisgarh,1134322,20081.0,1100346.0,13895.0,0.012470372208525803
5576,2022-02-05,Chhattisgarh,1136435,18686.0,1103835.0,13914.0,0.012448233011167981
5577,2022-02-06,Chhattisgarh,1138199,16882.0,1107389.0,13928.0,0.01242110839307707
5578,2022-02-07,Chhattisgarh,1139175,16608.0,1108630.0,13937.0,0.012415294588207207
5579,2022-02-08,Chhattisgarh,1140467,13706.0,1112810.0,13951.0,0.012381507702165765
5580,2022-02-09,Chhattisgarh,1141767,11426.0,1116380.0,13961.0,0.012351140054196035
5581,2022-02-10,Chhattisgarh,1142986,10595.0,1118420.0,13971.0,0.012337611302103249
5582,2022-02-11,Chhattisgarh,1143994,9897.0,1120119.0,13978.0,0.01232522438556843
5583,2022-02-12,Chhattisgarh,1144940,8464.0,1122488.0,13988.0,0.012308222962913427
5584,2022-02-13,Chhattisgarh,1145694,8195.0,1123498.0,14001.0,0.012308582249303077
5585,2022-02-14,Chhattisgarh,1146273,7909.0,1124358.0,14006.0,0.012303621688669003
5586,2022-02-15,Chhattisgarh,1146844,6394.0,1126439.0,14011.0,0.01228550133719146
5587,2022-02-16,Chhattisgarh,1147447,5527.0,1127908.0,14012.0,0.012270561860725795
5588,2022-02-17,Chhattisgarh,1147880,4803.0,1129061.0,14016.0,0.012261641166780541
5589,2022-02-18,Chhattisgarh,1148301,4056.0,1130227.0,14018.0,0.01225087284628729
5590,2022-02-19,Chhattisgarh,1148693,3856.0,1130816.0,14021.0,0.012247158329089644
5591,2022-02-20,Chhattisgarh,1149197,3539.0,1131637.0,14021.0,0.012238381785838357
5592,2022-02-21,Chhattisgarh,1149402,3404.0,1131977.0,14021.0,0.012234750845987515
5593,2022-02-22,Chhattisgarh,1149666,2887.0,1132757.0,14022.0,0.012227290524155046
5594,2022-02-23,Chhattisgarh,1149871,2596.0,1133253.0,14022.0,0.012222004314571485
5595,2022-02-24,Chhattisgarh,1150090,2289.0,1133779.0,14022.0,0.01221640336608872
5596,2022-02-25,Chhattisgarh,1150323,2061.0,1134239.0,14023.0,0.012212369650828819
5597,2022-02-26,Chhattisgarh,1150539,1961.0,1134554.0,14024.0,0.012209880391231592
5598,2022-02-27,Chhattisgarh,1150690,1887.0,1134777.0,14026.0,0.01220922995500534
5599,2022-02-28,Chhattisgarh,1150807,1705.0,1135075.0,14027.0,0.012206923319252773
5600,2022-03-01,Chhattisgarh,1150894,1397.0,1135469.0,14028.0,0.012203598617482256
5601,2022-03-02,Chhattisgarh,1150973,1287.0,1135658.0,14028.0,0.012201592434803938
5602,2022-03-03,Chhattisgarh,1151126,1129.0,1135968.0,14029.0,0.012199162258684153
5603,2022-03-04,Chhattisgarh,1151236,1005.0,1136201.0,14030.0,0.012197549883458192
5604,2022-03-05,Chhattisgarh,1151343,888.0,1136425.0,14030.0,0.012195174952518786
5605,2022-03-06,Chhattisgarh,1151425,831.0,1136562.0,14032.0,0.012195439920597535
5606,2022-03-07,Chhattisgarh,1151486,719.0,1136735.0,14032.0,0.012193606525039386
5607,2022-03-08,Chhattisgarh,1151552,671.0,1136848.0,14033.0,0.012193267592392263
5608,2022-03-09,Chhattisgarh,1151603,665.0,1136905.0,14033.0,0.012192663722980734
5609,2022-03-10,Chhattisgarh,1151658,549.0,1137076.0,14033.0,0.01219085247357114
5610,2022-03-11,Chhattisgarh,1151717,506.0,1137177.0,14034.0,0.012190640985883561
5611,2022-03-12,Chhattisgarh,1151749,422.0,1137293.0,14034.0,0.012189412738518248
5612,2022-03-13,Chhattisgarh,1151784,374.0,1137376.0,14034.0,0.012188534058241635
5613,2022-03-14,Chhattisgarh,1151799,337.0,1137428.0,14034.0,0.012187983624296763
5617,2020-05-09,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5618,2020-05-10,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5619,2020-05-11,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5620,2020-05-12,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5621,2020-05-13,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5622,2020-05-14,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
5623,2020-05-15,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,0.0,0.0
